Comentario,Polaridad,Aspecto
cumple con todos los requerimientos solicitados y su funcionalidad es correcta,1,requerimientos
la caratula no tiene errores ortograficos,1,caratula
existen algunas inconcordancia con el actor usuario no autenticado las herencias no estan bien organizadas,-1,inconcordancia
el empleado y el gerente no pueden registrar su propio usuario,-1,empleado
tiene una funcionalidad correcta a excepcion de la herencia al gerente y al empleado,1,funcionalidad
la caratula del trabajo consta con todo y cada uno de los parametros solicitados el enunciado describe los requerimientos sin ningun error ortografico,1,caratula
la estructura contiene todos los elementos solicitados la sintaxis no esta del todo correcta los verbos si estan en infinitivo se combina de forma correcta el verbo y el objeto la comunicacion entre actores y casos de uso asi como entre casos de uso con otros casos de uso es correcta aplicando de forma correcta las flechas de los include y los extends segun el enunciado no deberia haber herencia entre todos los actores no existen islas y no se toma al sistema como un actor lo cual es correcto los casos de uso de uso tienen sus codigos la estructura esta ordenada por prioridad de forma correcta las lineas de conexion representan una asociacion adecuada entre el actor y los casos de uso asi como entre casos de uso,0,estructura
la solucion contiene la aplicacion de include y extend de forma correcta la herencia entre actores no se ha realizado de la forma correcta segun el analisis de los requerimientos no podria haber herencia entre los actores la solucion cuenta con un aplicacion logica y secuencial en la mayoria de las asociaciones entre actores y casos de usos por ejemplo el actor cliente activa directamente el caso de uso cancelar reservaautomovil solo logueandose sin necesidad de pasar primero por consultar la lista de reservas el error mas grave es la redundancia entre los casos de uso listar reservaautomovil y consultar reservaautomovil,0,solucion
la solucion cumple con hacer funcionales la mayoria de los requerimientos representados en los varios casos de uso de manera correcta exceptuando los errores en la herencia la redundancia entre los varios casos de uso y la mala conexion logica entre el caso de uso cancelar reservaautomovil y el actor cliente,0,solucion
la caratula no tiene errores ortograficos,1,caratula
le falta codigo en los casos de uso la comunicacion entre algunos casos de uso es incorrecta no esta ordenado,-1,codigo
la mayoria de los procesos no tiene secuencia logica utilizan objetos diferentes la aplicacion del extend es incorrecta,-1,mayoria
no cumple con todos lo requerimientos y la mayoria de los procesos tiene funcionalidad incorrecta,-1,requerimientos
no fueron encontrados errores ortografico y la caratula cumplia con todos los requerimientos,1,errores
el diagrama se encuentra correctamente realizado la aplicacion de include y extend es correcta,1,diagrama
me parece inadecuada la herencia entre el gerente y el usuario no identificado ya que el enunciado no lo requiere,-1,herencia
no es adecuada la creacion de dos usuario ya que la autenticacion puede realizarse con un simple caso de uso no existe la autenticacion de el codigo de registro por parte del empleado y es un requerimiento,-1,creacion
la caratula no tiene errores ortograficos,1,caratula
a la estructura le falta llevar un mejor orden y tiene un actor de mas,-1,estructura
los include y extends estan mal direccionados,-1,include
algunos cu no estan bien direccionados usan mal los cu vasados a los requerimientos dados,-1,requerimientos
no tiene ningun error ortografico y tiene todo lo que pide la documentacion,1,error
en la estructura los codigos estan en desorden mal aplicacion de la flecha de herencia,-1,estructura
mal aplicado el sentido de las flechas en las herencias,-1,sentido
demuestra todos los requerimientos y demuestra funcionalidad,1,requerimientos
la caratula se encuentra bien estructurado,1,caratula
la herencia entre el usuario no autenticado el empleado y el cliente no esta especificado en el enunciado porque el empleado y el gerente no necesitan loguearse,-1,herencia
se encuentre bien estructurado en cada caso de uso lo unico que no esta bien especificado es la herencia del gerente con el empleado,1,caso
el funcionamiento de cada caso de uso se encuentra bien  pero lo unico que esta inconcluso es la herencia entre el usuario no autenticado con el gerente,0,funcionamiento
la caratula esta completa y el enunciado sin errores,1,caratula
la estructura contiene los elementos principales se puede apreciar claramente lo que quiere transmitir y la sintaxis es correcta pero no tiene codigo de caso de uso,0,estructura
se realiza un bucle que no tiene mucho sentido introducir alquiler y tambien se observa una indebida aplicacion del extend dentro del mismo bucle en la cual se pudo optar por el include,-1,bucle
no se encuentran todos los requerimientos del caso de estudio asi como tambien no se observa una correcta funcionalidad,-1,requerimientos
tiene una buena presentacion dentro de la caratula y asi mismo se encuentra libre de errores dentro del contenido,1,presentacion
la estructura esta incompleta no contiene codigos de caso de uso mal uso de los include y extend mal uso del sentido de las flechas,-1,estructura
no contiene muchos procesos aplicando correctamente el include y extend,-1,procesos
en el funcionamiento no es aplicado correctamente,-1,funcionamiento
la caratula cumple con todos los parametros requeridos para la presentacion del trabajo y el documento cuenta con el enunciado de los requerimientos que describe la ejecucion del trabajo no existen errores ortograficos,1,caratula
no existen codigos de casos de uso por lo que no hay orden si se aplica herencia el diagrama parece ser incompleto se observan islas,-1,codigos
no se puede observar una aplicacion secuencial entre algunos casos de uso en general la solucion tiene pocos procesos y no tiene una secuencia logica,-1,secuencial
algunos de los requerimientos no se representan en el diagrama y existe una funcionalidad incorrecta en algunos de los requerimientos,-1,requerimientos
la caratula cuenta con todo lo requerido y el enunciado esta comprensible y sin errores ortograficos,1,caratula
el diagrama cuenta con todos los elementos pero en la sintaxis los casos de usos no tiene codigo y el diagrama no eta ordenado,0,diagrama
el diagrama cuenta con pocos procesos que no tiene una secuencia logica,-1,diagrama
la funcionalidad del diagrama no muestra lo requerido por el usuario en la mayoria de sus partes,-1,funcionalidad
la caratula esta completa y el enunciado esta bien detallado sin errores ortograficos,1,caratula
no contiene codigo los casos de uso falta comunicacion entre casos de usos presentando dificultad en el entendimiento del diagrama,-1,codigo
no contiene una secuencia logica precisa no es muy entendible,-1,secuencia
el caso de uso no tiene un correcto funcionamiento en base a los requerimientos,-1,caso
el documento si cumple con todas las indicaciones previas correspondientes,1,documento
lo que corresponde al cliente hace falta consultar reserva y cancelar reserva y en cuanto al empleado hace falta registrar el contrato primero para despues introducir el codigo de la reserva de dicho contrato,-1,cliente
faltan secuencias de acciones tanto para el cliente como para el empleado,-1,secuencias
debido a los errores en la estructura y procedimiento hace que el caso de uso no sea tan optimo,-1,errores
en los partes solicitadas a evaluar consta con todo lo requerido,1,partes
la estructura del documento se visualiza correctamente tambien cuenta con la mayoria de los elementos solicitados pero no cuenta con herencias y en ciertos casos de uso no se realizaron con la sintaxis correcta,0,estructura
no existen herencias la relacion entre los casos de uso no estan correctamente disenados no existe un orden y contiene errores de comunicacion existen casos de uso la aislados y la aplicacion de los include no es la correcta en los casos de uso como cancelar reserva y validar usuario donde ademas de no haber ninguna relacion este incluye mas casos de uso como consultar reserva no existe concordancia,-1,herencias
